"date","city","name","offer","price"
"2018-04-02","Tallinn","Tööstushariduskeskuse Daily","Kana - aedviljahautis oakaunadega",2.7
"2018-07-12","Tartu","Aardla Toidubaar","Borš",1.3
"2018-02-22","Tallinn","T-Kohvik","Kolme juustu lasanje",3.5
"2017-11-16","Tallinn","Marii Bistroo","Heeringa-kodujuustukaste",4.5
"2018-04-05","Tartu","Sõbra Pesa","Paneeritud kalafilee",3.8
"2018-04-02","Tallinn","Linnateatri kohvik","Köögivilja-juustu lasagne",4.2
"2018-04-13","Tartu","Tartu Ränduri pubi","Sealiharaguu, kanarull juustuga, grillitud sealiha paprika ja juustuga",4.2
"2018-02-12","Tartu","Hot Pot","LEMON CORIANDER VEGETABLE SOUP Sidruni- ja koriandri maitseline aedvilja supp",2.5
"2018-08-16","Tallinn","Fantaasia Resto","Supp Fantaasia",2.5
"2018-01-02","Tallinn","Al Mare Kohvik & Bistroo (Hallivanamehe)","Grillitud kanafilee kukeseene kastmes",5.7
"2017-11-08","Tallinn","Monroe Cafe&Lounge","Kana-riisisupp",2.3
"2018-01-10","Tartu","Newton Kohvik","Krõbedad kanapoolkoivad piprakastme, pannikartuli ja toorsalatiga",4
"2018-05-04","Tallinn","Pulcinella Itaalia Restoran","Pitsa salaami või singiga",4
"2017-11-30","Tallinn","Kvartal","Supp Seljanka",2.9
"2018-06-14","Tallinn","Tammsaare Ärikeskuse Daily","Tai stiilis praetud nuudlid ehk pad Thai",4.2
"2018-04-13","Tartu","Emajõe Pruulikoda","Kodune seljanka",2.5
"2018-04-27","Tallinn","Galerii kohvik & bistroo","Köögiviljad merevaiguga",3.5
"2018-06-14","Tallinn","TTÜ 4 korpus Daily","Porgandi - apelsinipüreesupp",1.5
"2017-10-27","Tartu","La Dolce Vita","Päevapitsa: Sink ja paprika",4.9
"2017-12-01","Tartu","La Dolce Vita","Päevapitsa: Sink ja artichok",4.9
"2018-05-08","Tallinn","Al Mare Kohvik & Bistroo (Hallivanamehe)","Seatiivad tikri kastmes",4.6
"2018-03-05","Tartu","Tartu Kohvik","Seljanka",2.2
"2018-02-08","Tallinn","Magdaleena Cafe","Ahjukala juustuga",4.9
"2018-05-30","Tallinn","Nõmme Pubi","Kamavaht",1.8
"2017-11-03","Tartu","Fii Restoran","Guljašš kapsasalatiga",6
"2017-11-07","Tallinn","Sileri Köök","Paneeritud kala",3
"2018-07-26","Tallinn","Babulja kohvik-kokteilibaar","Paneeritud kala friikartulitega",5.2
"2017-12-07","Tallinn","Salvador Steakhouse","Hirvesupp",2.5
"2018-05-25","Tallinn","Peetri Kõrts","Grillvorstid",3.8
"2018-05-04","Tallinn","TKTK Amps","Kala-köögiviljakaste",2.4
"2018-03-22","Tallinn","Foodproff Bistroo","Ühepajatoit sealihaga (päevapraad)",3.5
"2018-04-06","Tallinn","Magistrali Bistroo","Ribihautis",3.95
"2018-02-08","Tallinn","Ubin bistroo","Peekoni-seene-karulaugupasta",4.7
"2018-04-04","Tallinn","Rävala Daily","Kana - nuudlisupp kartulitega",2.2
"2018-02-22","Tallinn","Taqueria - Tacos & Drinks","Krõbedad Kala Tacod 2tk",4
"2018-05-07","Tallinn","Tark Catering","Lillkapsa ja brokoli supp",2.5
"2018-06-05","Tallinn","Viktus Kohvik","Juustuga täidetud kotlet röstitud porgandi, sinepikastme ja kaalikasalatiga",5.6
"2017-10-31","Tallinn","Must Puudel","Seene kreemsupp shiitake krõpsudega",3
"2017-10-18","Tartu","Vene Restoran Vassilissa","Praetud veisemaks praesibulaga koos keedukartuli ja värske salatiga",4
"2018-03-23","Tallinn","Bibikohvik","Kalkuniguljašš",4
"2018-05-28","Tartu","Vapiano","Pizza - Prociutto seente või ananassiga / Diavolo / Salamet",5
"2018-03-01","Tartu","Da Vinci pasta & pizza","Roheline salat kanafileega",4.9
"2018-07-19","Tallinn","Mets Restoran","Kana-spinatisupp",1.6
"2018-08-14","Tallinn","Reval Café Telliskivi","Juustune seašnitsel keedukartulite ja coleslaw-salatiga",4.5
"2018-02-09","Tallinn","iO restoran","Pikantne kana „Tikka masala“",5
"2018-02-19","Tallinn","Kompass","Seljanka",2.7
"2018-01-10","Tartu","KarriTehas","Türgi Oa-SpinatiKarri",3.5
"2018-06-28","Tallinn","Kohvik Coriander","Sealiha magushapus kastmes jasmiiniriisiga",5.5
"2018-02-20","Tartu","Liisi Kohvik","Seašašlõkk",3.2
"2018-05-03","Tallinn","Butterfly Lounge","Chili con carne basmati riisi ja salatiga",5.5
"2018-02-19","Tallinn","Kotlet","Juurselleri kreemsupp (V) (G)",2.5
"2017-11-30","Tallinn","Rucola","Päevapraad: Pikalt küpsetatud seakael, toortatar suitsupeekoniga, kukeseenekaste",6.9
"2017-10-25","Tallinn","F-hoone","Rassolnik",2
"2018-06-06","Tallinn","Muusika- ja Teatriakadeemia Daily","Hernekakk indiapäraste maitseainetega",2.9
"2018-05-10","Tallinn","Luminor Maja Daily","Kanafilee maisipaneeringus**",1.2
"2018-01-01","Tallinn","Amps Merimetsa","Kana ananassikastmes",5.2
"2018-05-03","Tallinn","Rotermanni Basiilik","Kanapitsa tomati, ananassi ja barbecue- kastmega",8.5
"2018-06-14","Tallinn","T-Kohvik","Makaronid hakklihaga",3.4
"2017-12-29","Tallinn","Mets Restoran","Praetud maks sibulaga",4.1
"2018-07-06","Tartu","Sheriff Saloon","Päevaburger: Piece of Heaven (sai, veiselihapihv 180g, cheddar, marineeritud sibul, pepperoni, Heaven kaste, BBQ)",5
"2018-07-19","Tallinn","Mustikas Kohvik","Ahjukala paprika-juustukattega",5.2
"2018-07-25","Tallinn","Kamikadze Grill","Seljanka või kanasupp",3
"2018-02-09","Tallinn","Marii Bistroo","Sea kaelakarbonaad singi ja juustuga",5.5
"2018-05-11","Tallinn","Lasnamäe 2 Daily","Läätse - oapada (vegan) Fitlap",1.2
"2017-12-22","Tallinn","Galerii kohvik & bistroo","Sealihaguljašš",4.2
"2018-01-15","Tallinn","Siili Pubi","Kanašašlõkk",3.8
"2018-02-13","Tartu","Illegaard","Seašnitsel friikartulite, kastme ja coleslaw salatiga",3.8
"2018-01-02","Tallinn","Fe Kohvik","Gratineeritud valge kala riisi ja salatiga",4.3
"2018-04-30","Tallinn","Q Argentina Grill","Riis zucchini ja šampinjonidega",3.99
"2018-07-24","Tallinn","Chapters Boutique Cafe","Waldorfi salat",3
"2018-07-06","Tartu","Villa Margaretha","Pikkpoiss kartuli ja salatiga",3.75
"2018-03-08","Tallinn","Tammsaare Ärikeskuse Daily","Klassikaline ratatouille**",1.2
"2018-01-23","Tallinn","Bibikohvik","Paneeritud heigifileee sibula- ja juustukattega",4.5
"2017-12-19","Tallinn","Golden Goose","Kanaliha-pelmeenid seenekastmega",3.5
"2017-10-27","Tartu","Fasters Grill-Buffee","Õunakook",1.5
"2017-12-19","Tallinn","Sileri Köök","Tuline hakklihapada",3
"2017-11-07","Tallinn","Art-Salong Grao","Küpsetatud kalkuniliha musta ploomiga",3.9
"2017-12-11","Tallinn","Al Mare Grill","Kana hakkrull",4.6
"2018-04-16","Tallinn","Tark Catering","Juurviljatops",1
"2018-06-25","Tallinn","Q Argentina Grill","Päevasupp",2.99
"2018-08-03","Tartu","Kohvik Paul","Guljaššsupp",2.2
"2018-03-29","Tartu","Polpo","Seapõsk köögiviljawoki ja ahjusibulaga",5.9
"2018-05-10","Tallinn","Nord","Kanakarri riisiga",3.9
"2018-01-17","Tallinn","Restoran Sardiinid Pirital","Guljašš parmesaniga maitsestatud kruupidega",5.5
"2017-12-01","Tartu","Kohvik Paul","Kanašnitsel",4.5
"2018-03-22","Tallinn","Monroe Cafe&Lounge","Hakk-šnitsel sinepikastme, tarta & värske salatiga",5.5
"2018-05-30","Tallinn","Fe Kohvik","Seljanka hapukoorega",2
"2018-04-02","Tallinn","Audentese Spordikeskuse Daily","Ahjus küpsetatud basiiliku ja küüslaugumaitseline veiseliha",3.8
"2018-03-06","Tallinn","Kitchen Rõõm","Pasta bolognese",4
"2018-08-16","Tallinn","Rucola","Supp: Koorene kalasupp",3.9
"2018-03-08","Tallinn","Söökla","Omlett lisandiga",3
"2018-04-04","Tallinn","Kathmandu Hill","Taimetoit: India kodujuust massaman karris",5.5
"2018-04-26","Tallinn","Reval Café Telliskivi","Punane kalasupp",3.2
"2018-01-29","Tallinn","Pärnu mnt Amps","Bolognese spagettidega",3.5
"2017-12-04","Tartu","Krempel Kohvik","Koorene seenepüreesupp",3.5
"2018-02-22","Tallinn","Art-Salong Grao","Spinatipüreesupp",1.7
"2018-02-20","Tartu","Sheriff Saloon","Gran Torino Burger (180g veiseliha pihv, kitsejuust, punane sibul, marineeritud kurk, peekon, frillice salat, paprika marmelaad ja Päikesekuivatatud tomati majonees) + bataadi friikartulid",8.3
"2018-07-06","Tartu","Entri","Kohupiimapallid jäätisega",2
"2018-04-02","Tallinn","City Plaza","Samosad juurvilja-karritäidisega",3.5
"2017-11-22","Tallinn","Restoran Spot","Tandoori kana köögiviljariisiga",5.5
"2018-03-06","Tallinn","Vernalia kohvik","Sealiha seenekastmes",3.6
"2018-07-25","Tallinn","Nimeta Baar & Grill","Magus hapu Sealiha Friikartuliga+vesi/kohv",4
"2017-11-13","Tallinn","Pulcinella Itaalia Restoran","Pasta arrabbiata (vürtsikas kastmes)",4.5
"2018-06-29","Tallinn","Grenka Kohvik","Kohafilee + köögiviljad",6.5
"2017-10-13","Tallinn","Black Mount pubi","Guljašš",3.2
"2018-01-17","Tallinn","Tatari Söögituba","Kreveti-juustupüreesupp(L)",2.35
"2018-03-29","Tartu","Umb Roht","Meriahven peedirisoto, kurgi-fenkolisalati ja sidrunikastmega",6
"2018-05-25","Tallinn","Maiasmokk Kohvik","Pasta Bolognese",5
"2017-10-27","Tartu","KebabPizza","Toorjuustukook",1.8
"2018-04-02","Tallinn","T-Kohvik","Kanafilee ananassi ja juustuga",5.4
"2018-05-08","Tallinn","Taqueria - Tacos & Drinks","Taco Tuesday! Kana Taco värske salatiga 3tk",5.5
"2017-12-18","Tallinn","Apelsini Raudtee Resto","Sea minikoot",5.9
"2018-03-08","Tallinn","Rucola","Päevapitsa: Sink, paprika, jalapeno",5.9
"2018-02-09","Tallinn","Black Mount pubi","Kiievi kotlet",3.9
"2017-12-19","Tallinn","Järve Amps","Sifonose saare sealihapada",3.8
"2018-03-12","Tallinn","Viktus Kohvik","Borš veiselihaga",2.9
"2018-06-22","Tallinn","Endla 4 Daily","Sealiha šampinjonikastmes (päevapraad)",2.3
"2018-01-19","Tallinn","Al Mare Grill","UUDIS! Grillitud forellifilee vokitud köögiviljadega",5.7
"2018-07-04","Tartu","Da Vinci pasta & pizza","Risoto kana ja basiilikuga",4.9
"2017-12-05","Tallinn","Galerii kohvik & bistroo","Hartšo lambalihast",3.45
"2018-04-23","Tartu","Himaalaja jutud","INDIA: Kana tikka masala",4.5
"2018-05-10","Tallinn","Endla 4 Daily","Gazpacho",1.5
"2018-04-10","Tartu","La Dolce Vita","Päevapasta peekoni,sibula,tšilli ja paprikaga tomatikastmes",4.9
"2018-04-12","Tallinn","Nõmme Pubi","Pannkoogid kondenspiimaga",1.8
"2018-01-18","Tallinn","Endla 4 Daily","Hautatud kanamaks köögiviljadega",2.3
"2018-06-08","Tartu","Kotka Kelder","Salati-desserdibuffet",4
"2018-01-16","Tallinn","Pererestoran Seller","Kooreklops sealihast",6
"2018-04-06","Tallinn","More Cafe","Pasta Carbonara",5.4
"2017-12-12","Tallinn","Fantaasia Resto","Keema Curry – Veisehakklihakaste kartuliga",4.95
"2018-01-03","Tallinn","Foodproff Bistroo","Grillitud sealiha",3.9
"2018-02-05","Tartu","Aardla TOIT","Maamehe supp",1.5
"2017-12-14","Tallinn","Ristikheina Kohvik","Ahvenafilee pruuni riisi ja juustu-basiiliku kastmega",5
"2017-10-26","Tallinn","Kompass","Paneeritud tursafilee",5
"2018-08-02","Tallinn","Chapters Boutique Cafe","Frutti Di Mare pasta",4.8
"2018-03-22","Tallinn","Kalevi Jahtklubi Resto","Guljashsupp",3
"2018-02-07","Tartu","Göök","Kuskuss bataadikotleti ja marineeritud peediga (V)",3.8
"2018-06-26","Tallinn","Ag cafe","Ühepajatoit",4.2
"2018-06-15","Tallinn","Viktus Kohvik","Värske salat arbuusi, maasika, feta juustu ja balsamico marmelaadiga",4.8
"2018-05-04","Tallinn","Golden Goose","Guljašš sealihast,tatar ja värske salat",4
"2018-05-08","Tallinn","Taqueria - Tacos & Drinks","Kala Taco värske salatiga 3tk",5.5
"2017-12-06","Tallinn","Margarita Restoran","Bataadipüreesupp",2.5
"2018-01-18","Tallinn","Vernalia kohvik","Seljanka",2
"2017-12-08","Tallinn","Butterfly Lounge","Kalkunirulaad kõrvitsa ja ingveriga, riis, värske salat ning külm laimikaste",5.5
"2017-11-22","Tallinn","Grenka Kohvik","Kodused kotletid + tatar, sennekaste",5.8
"2018-03-27","Tartu","Eesti Maaülikooli Daily","Sealiha paneeritud seesamiseemnetega",3.5
"2017-12-22","Tallinn","Rävala Daily","Vürtsikas tomatipüreesupp",2.2
"2018-04-03","Tartu","Polpo","Värske salat grillitud lamba ja idudega",4.5
"2018-02-13","Tartu","Eesti Maaülikooli Daily","Kodune hakk-kotlet",3.5
"2018-08-14","Tallinn","Foodproff Bistroo Talleks","Kalkuniliha aprikoosidega",4
"2017-11-24","Tartu","Vapiano","Insalata - Cesare kanaga / Mista kanaga / Quinoa",4.9
"2018-08-16","Tallinn","Tatari Söögituba","Päevapraad: Sealihaplov rosmariini ja baklazaaniga",3.65
"2017-11-08","Tallinn","Tööstushariduskeskuse Daily","Kodune sealihakaste",1.2
"2018-05-02","Tallinn","Magdaleena Cafe","Kana magus-hapu kastmes",5
"2017-12-05","Tallinn","Restoran Platz","Lindströmi kotlet tatra, peedi-küüslaugusalati ja praeleemega",5.9
"2018-02-19","Tallinn","Malltop Restoran","Kiievi kotlet",5.5
"2018-02-14","Tallinn","Lasnamäe 2 Daily","Sinepi ja küüslauguga maitsestatud seapraad",3.2
"2018-01-11","Tallinn","Tammsaare Ärikeskuse Daily","Koorene kanapada sulajuustuga Fitlap",2.9
"2018-04-02","Tallinn","Cafe Lyon Meistri","Koorene lõhesupp",3.9
"2018-02-22","Tallinn","FREDO Köök&Baar","Kaalika kreemsupp",3
"2018-05-07","Tallinn","Reval Café Tere","Paneeritud kanafilee riisi, päikesekuivatatud tomati kastme ja kurgi-kapsasalatiga",4.8
"2018-02-14","Tallinn","Reval Café Telliskivi","Fenkoli-kõrvitsapüreesupp",3.2
"2017-12-12","Tallinn","Foodproff Bistroo","Paneeritud tursk",3.6
"2018-01-19","Tallinn","More Cafe","Soe salat kuskussi ja köögiviljadega",5.9
"2017-12-28","Tallinn","T-Kohvik","Praetud maks sibulaga",4.2
"2017-10-31","Tallinn","Fantaasia Resto","Päevasupp",3.5
"2018-01-12","Tartu","Aardla TOIT","ŠNITSEL, Toorsalat, sealiha, kartul, kaste. Portsioni üldkaal 500gr",4
"2018-04-03","Tartu","Kohtu Kohvik","Paprika hakkl.täidisega",3.5
"2017-12-28","Tallinn","Art-Salong Grao","Kalkuniliha-juurvilja pada",3.9
"2017-11-30","Tallinn","Kohvik Tüll","Hakkliha-köögivilja leib",3.8
"2018-05-07","Tallinn","Tervishoiu Kõrgkooli Daily","Teriyaki kana-riisiroog",2.7
"2018-07-26","Tallinn","Cubanita Live Cafe","Hapukapsasupp",2.8
"2017-10-30","Tallinn","Kalevi Jahtklubi Resto","Spagheti Bolognese",4.5
"2018-06-05","Tallinn","Nimeta Baar & Grill","Pestopasta kanaga+vesi/kohv",3
"2018-01-17","Tallinn","T-Kohvik","Brokkoli-lillkapsavorm",3.5
"2018-01-05","Tallinn","FREDO Köök&Baar","Lillkapsa-porgandi kreemsupp",3
"2018-01-11","Tallinn","Tammsaare Ärikeskuse Daily","Pasta vormiroog muna ja aedviljadega**",1.2
"2017-11-01","Tartu","Rebase Söögituba","Kihiline tarretis",1.6
"2018-04-16","Tallinn","Sikupilli Basiilik","Hakklihapitsa vürtsika salaami ja peperroniga",8.5
"2018-04-02","Tallinn","Helios Söögituba","Kanapüreesupp suitsujuustuga",2.1
"2017-10-19","Tartu","Fii Restoran","Pasta Bolognese",5.5
"2018-03-22","Tallinn","Bibikohvik","Minestrone",2
"2017-12-18","Tallinn","Pärnu mnt Amps","Ahjuliha praetud kapsaga",4.2
"2018-06-01","Tartu","Gustav Gastro Cafe","Pestose juustukattega sealiha koos ahjuküpsete kartulitega",4.6
"2017-11-24","Tartu","Eesti Maaülikooli Daily","Apelsinimaitseline kanafilee",3.8
"2018-07-02","Tallinn","F-hoone","Kana-seene koorekaste tatraga",3.9
"2017-11-27","Tartu","Vapiano","Ravioli con carne",4.9
"2018-07-27","Tartu","Newton Kohvik","Selge kalasupp",2.2
"2018-02-14","Tallinn","Tammsaare Ärikeskuse Daily","Maisipüreesupp",2.55
"2018-01-18","Tallinn","Marii Bistroo","Hakkšnitsel",5.25
"2018-01-31","Tartu","La Dolce Vita","Päevapitsa salaami ja ananassiga",4.9
"2018-05-25","Tallinn","Kristiine Bistroo","Seljanka",2.4
"2018-05-23","Tartu","Hektor Cafe","Köögivilja wrap pärlkuskussiga (vegan)",4
"2018-02-15","Tallinn","Art-Salong Grao","Hapukapsasupp lihaga",1.7
"2018-04-30","Tallinn","Kamikadze Grill","Seljanka",3
"2018-07-09","Tallinn","Al Mare Grill","Seašnitsel krõbeda juustu paneeringus",5.8
"2018-04-18","Tallinn","Restoran Platz","Grillitud veisemaks kartulipüree, sibula, krõbe peekoni ja punase veini kastmega",6
"2017-12-27","Tallinn","Maiasmokk Kohvik","Pasta Carbonara",5
"2018-02-15","Tallinn","Lucca Restoran","Paneeritud valge kala punase peedi risotto ning kitsejuustuga",5.5
"2018-03-14","Tartu","Entri","Marjatarretis vahukoorega",1.8
"2018-08-09","Tallinn","Tark Catering","Hapukapsasupp veiselihaga",3
"2018-03-12","Tallinn","City Plaza","Aasiapärane kana-nuudlisupp",4.6
"2018-07-27","Tartu","Hot Pot","LEMON CORIENDER VEG SOUP Sidruni- ja koriandri maitseline aedvilja supp",2.5
"2018-05-10","Tallinn","Luminor Maja Daily","Kapsašnitsel juustuga**",1.2
"2018-04-18","Tallinn","Vernalia kohvik","Täidetud kanatasku ricottaga",4.2
"2018-01-22","Tallinn","Art-Salong Grao","Pannkook moosiga /hapukoorega 1tk",1.3
"2018-07-26","Tallinn","Alfredi Pubi","Värskekapsasupp",3.6
"2018-07-16","Tallinn","Pärnu mnt Amps","Mulgikapsad sealihaga",4.2
"2018-04-04","Tallinn","Amps Merimetsa","Oa-singisupp L",3.2
"2018-08-07","Tallinn","Amps Merimetsa","Sealiha teriyakikastmes (Aasia)",4.9
"2018-01-16","Tallinn","Lasnamäe 2 Daily","Läätse - oapada (vegan) Fitlap",2.9
"2018-04-18","Tallinn","MySushi Torupilli","Murakami Maki-8tk (kalmaar, lumekrabi, lõhe, philadelphia) + Philadelfia-8tk (philadelphia, lõhe, avokaado)",8.88
"2018-04-18","Tallinn","Tervishoiu Kõrgkooli Daily","Aedviljakarri kikerhernestega",1.9
"2018-02-19","Tallinn","Ag cafe","Grill liha porruga",5
"2017-10-19","Tartu","Tartu Kõrgema Kunstikooli kohvik","Aedviljapüreesupp",1.5
"2017-11-20","Tartu","Pierre","Spinatine suitsukanasupp",2.5
"2018-04-24","Tallinn","Viktoria Restoran","Kookospiimaga köögiviljapüreesupp (G)",1.9
"2018-01-17","Tallinn","TTÜ 4 korpus Daily","Kartuligratään",2.7
"2018-05-02","Tallinn","TTÜ IT maja Daily","Sealiha - köögiviljahautis kikerhernestega",3.5
"2018-04-02","Tallinn","Endla 4 Daily","Karulaugupüreesupp toorjuustuga",1.5
"2018-07-31","Tallinn","Peetri Kõrts","Hakklihakaste",3.8
"2018-03-08","Tallinn","More Cafe","Tom Kha kalaga",3.9
"2018-07-09","Tallinn","iO restoran","Kanafilee grillitud köögiviljadega",7
"2018-01-22","Tallinn","Kotlet","Tomatine köögiviljasupp sealihaga (L) (G)",2.5
"2017-12-08","Tallinn","City Plaza","Veiseliha kiievi moodi",4.6
"2018-06-29","Tallinn","Kohvik Coriander","Kana panang-karri kastmes jasmiiniriisiga",5.5
"2018-06-28","Tallinn","Al Mare Kohvik & Bistroo (Teaduspargi)","Tai-pärane kanalihavokiroog",4.8
"2018-06-18","Tartu","Ristiisa Pubi","Mooritud sealiha seenekastmes, üleküpsetatud kartul, grillsalat",3.7
"2018-03-19","Tallinn","Magdaleena Cafe","Marineeritud seakarbonaad",5
"2017-11-03","Tartu","Göök","Ahjuõuna krõbedik jäärisega",2
"2018-04-19","Tartu","Kohvik Spargel","Ahjukana, šašlõkk tomatikastmes, ahjukartul, aurutatud aedviljad, kevadine salat",4.5
"2018-03-30","Tartu","Rebase Söögituba","Koorene kalasupp",1.6
"2018-08-16","Tallinn","Kathmandu Hill","India kodujuust karrikastmes sibula ja spinatiga (T)*",5.5
"2018-04-02","Tallinn","Maiasmokk Kohvik","Ahjušašlõkk kartuli ja värske salatiga",5
"2017-11-13","Tallinn","Nordea Maja Daily","Pikkpoiss singi ja juustuga",4.9
"2017-11-29","Tallinn","Art-Salong Grao","Porgandi-kõrvitsa-juustupüreesupp",1.7
"2018-05-24","Tartu","Kohvik Spargel","Küpsetatud ja marineeritud kana, ahjukartulid, aurutatud köögiviljad, valge veini kaste, punase kapsa riivsalat, leib, sai, maitsevõi, kannuvesi",4.5
"2018-04-02","Tallinn","Viktus Kohvik","Paneeritud kitsepiimajuustu salat",4.8
"2018-06-29","Tallinn","Ubin bistroo","Värske salat suitsukana/ suitsulõhe ja rukola kastmega",5.5
"2017-12-18","Tallinn","Magdaleena Cafe","Koorene lõhesupp",2.8
"2017-10-30","Tallinn","Söökla","Kanaliha hiinapärases kastmes",3.95
"2017-12-18","Tallinn","Kitchen Rõõm","Paneeritud kanafilee",4
"2018-06-15","Tallinn","Hr Mauruse Pubi","Jahimehe ahjuroog",3.8
"2018-05-17","Tartu","Da Vinci pasta & pizza","Peedisupp toorjuustuvahuga",3.2
"2018-07-25","Tallinn","Endla 4 Daily","Külmsupp marineeritud peedi ja keefiriga",1.5
"2018-05-30","Tallinn","KAI Kohvik","Kreemjas seenepüreesupp",1.95
"2018-07-25","Tallinn","Tatari Söögituba","Koorene lõhesupp murulauguga(L)",2.35
"2017-10-13","Tallinn","Galerii kohvik & bistroo","Sealihaguljašš",4.2
"2018-05-30","Tallinn","Kohvik Coriander","Tom Kha kanaga",3.7
"2017-10-24","Tallinn","T-Kohvik","Seakarbonaad BBQ marinaadis",5.2
"2017-10-13","Tallinn","Meat & Burger","Kana steik juustuga",4.5
"2018-08-15","Tartu","Fii Restoran","Täidetud krõbe bataat",5
"2017-11-13","Tallinn","Reval Café Telliskivi","Tomatipüreesupp mozzarellaga (L)(SG)",3.2
"2018-01-24","Tallinn","Bibikohvik","Krehvtine kalasupp kookospiimaga",2
"2018-03-14","Tartu","Suudlevad tudengid","Sealiha grillsteik kadakamarjamarinaadis, kartulipüree, värske salat",3.95
"2018-03-12","Tallinn","Al Mare Grill","Koorene kana-suitsupeekonikaste",4.8
"2018-02-21","Tartu","Pubi RP9","Puusöeahjus Josper küpsetatud kanaliha kirju friikartuli (värvi annab bataat), toorsalati ja sooja paprika-ürdikastmega",4
"2018-01-05","Tallinn","Restoran Sardiinid Pirital","Vürtsikad wrapid avokaadokastme ja hakklihaga",5.5
"2018-06-22","Tallinn","Järve Amps","Bolognese",3.9
"2017-12-05","Tallinn","iO restoran","Omlett (+lisandid)",2.5
"2018-04-11","Tartu","Tartu Bitestop Subway","Päeva SUB - Fajita kana",2.65
"2017-12-12","Tallinn","Ubin bistroo","Tomatine kanakints",4.7
"2018-05-11","Tallinn","Al Mare Kohvik & Bistroo (Hallivanamehe)","Pannkoogid kapsa täidisega (TAIMETOIT)",4.15
"2018-01-11","Tallinn","Reval Café Rävala","Teriyaki-kanavarras külma ananassikastme ja sooja läätse-köögiviljasalatiga",4.5
"2018-05-02","Tallinn","Restoran Masha","Küpsetatud ribid ahjukartulite, sinepi-meekastme ja köögiviljasalatiga",3.95
"2018-03-08","Tallinn","Umami Resto","Kalakotlet riisinuudlitega hoisin kastmes",5.9
